SAGA,TFIID group	 Gene ID	 Common Name
TFIID-dominated	YLR002C	NOC3
TFIID-dominated	YLR003C	
TFIID-dominated	YLR004C	
TFIID-dominated	YLR005W	SSL1
TFIID-dominated	YLR006C	SSK1
TFIID-dominated	YLR007W	NSE1
TFIID-dominated	YLR008C	
TFIID-dominated	YLR009W	RLP24
TFIID-dominated	YLR010C	TEN1
TFIID-dominated	YLR011W	LOT6
no call	YLR012C	
no call	YLR013W	GAT3
TFIID-dominated	YLR014C	PPR1
TFIID-dominated	YLR015W	BRE2
TFIID-dominated	YLR016C	
TFIID-dominated	YLR017W	MEU1
TFIID-dominated	YLR018C	POM34
TFIID-dominated	YLR019W	PSR2
TFIID-dominated	YLR020C	
TFIID-dominated	YLR021W	
TFIID-dominated	YLR022C	
SAGA-dominated	YLR023C	
TFIID-dominated	YLR024C	UBR2
TFIID-dominated	YLR025W	SNF7
TFIID-dominated	YLR026C	SED5
SAGA-dominated	YLR027C	AAT2
TFIID-dominated	YLR028C	ADE16
TFIID-dominated	YLR029C	RPL15A
SAGA/TFIID	YLR030W	
TFIID-dominated	YLR031W	
TFIID-dominated	YLR032W	RAD5
TFIID-dominated	YLR033W	RSC58
TFIID-dominated	YLR034C	SMF3
TFIID-dominated	YLR035C	MLH2
TFIID-dominated	YLR036C	
TFIID-dominated	YLR037C	DAN2
TFIID-dominated	YLR038C	COX12
TFIID-dominated	YLR039C	RIC1
TFIID-dominated	YLR040C	
TFIID-dominated	YLR041W	
SAGA/TFIID	YLR042C	
TFIID-dominated	YLR043C	TRX1
SAGA-dominated	YLR044C	PDC1
TFIID-dominated	YLR045C	STU2
TFIID-dominated	YLR046C	
TFIID-dominated	YLR047C	
TFIID-dominated	YLR048W	RPS0B
TFIID-dominated	YLR049C	
TFIID-dominated	YLR050C	
TFIID-dominated	YLR051C	
TFIID-dominated	YLR052W	IES3
SAGA-dominated	YLR053C	
SAGA/TFIID	YLR054C	
TFIID-dominated	YLR055C	SPT8
SAGA-dominated	YLR056W	ERG3
TFIID-dominated	YLR057W	
SAGA-dominated	YLR058C	SHM2
TFIID-dominated	YLR059C	REX2
TFIID-dominated	YLR060W	FRS1
TFIID-dominated	YLR061W	RPL22A
TFIID-dominated	YLR062C	BUD28
TFIID-dominated	YLR063W	
TFIID-dominated	YLR064W	
TFIID-dominated	YLR065C	
TFIID-dominated	YLR066W	SPC3
TFIID-dominated	YLR067C	PET309
TFIID-dominated	YLR068W	FYV7
TFIID-dominated	YLR069C	MEF1
TFIID-dominated	YLR070C	XYL2
TFIID-dominated	YLR071C	RGR1
TFIID-dominated	YLR072W	
TFIID-dominated	YLR073C	
TFIID-dominated	YLR074C	BUD20
TFIID-dominated	YLR075W	RPL10
TFIID-dominated	YLR076C	
TFIID-dominated	YLR077W	
TFIID-dominated	YLR078C	BOS1
SAGA-dominated	YLR079W	SIC1
TFIID-dominated	YLR080W	EMP46
TFIID-dominated	YLR081W	GAL2
TFIID-dominated	YLR082C	SRL2
TFIID-dominated	YLR083C	EMP70
TFIID-dominated	YLR084C	RAX2
TFIID-dominated	YLR085C	ARP6
TFIID-dominated	YLR086W	SMC4
TFIID-dominated	YLR087C	CSF1
TFIID-dominated	YLR088W	GAA1
TFIID-dominated	YLR089C	
TFIID-dominated	YLR090W	XDJ1
TFIID-dominated	YLR091W	
TFIID-dominated	YLR092W	SUL2
TFIID-dominated	YLR093C	NYV1
TFIID-dominated	YLR094C	GIS3
no call	YLR095C	IOC2
TFIID-dominated	YLR096W	KIN2
TFIID-dominated	YLR097C	HRT3
TFIID-dominated	YLR098C	CHA4
TFIID-dominated	YLR099C	ICT1
TFIID-dominated	YLR100W	ERG27
TFIID-dominated	YLR101C	
TFIID-dominated	YLR102C	APC9
TFIID-dominated	YLR103C	CDC45
TFIID-dominated	YLR104W	
TFIID-dominated	YLR105C	SEN2
TFIID-dominated	YLR106C	MDN1
TFIID-dominated	YLR107W	REX3
TFIID-dominated	YLR108C	
SAGA-dominated	YLR109W	AHP1
SAGA-dominated	YLR110C	CCW12
no call	YLR111W	
TFIID-dominated	YLR112W	
TFIID-dominated	YLR113W	HOG1
TFIID-dominated	YLR114C	
TFIID-dominated	YLR115W	CFT2
TFIID-dominated	YLR116W	MSL5
TFIID-dominated	YLR117C	CLF1
TFIID-dominated	YLR118C	
TFIID-dominated	YLR119W	SRN2
SAGA-dominated	YLR120C	YPS1
SAGA-dominated	YLR121C	YPS3
no call	YLR122C	
SAGA/TFIID	YLR123C	
TFIID-dominated	YLR124W	
TFIID-dominated	YLR125W	
TFIID-dominated	YLR126C	
TFIID-dominated	YLR127C	APC2
TFIID-dominated	YLR128W	
TFIID-dominated	YLR129W	DIP2
SAGA/TFIID	YLR130C	ZRT2
TFIID-dominated	YLR131C	ACE2
TFIID-dominated	YLR132C	
TFIID-dominated	YLR133W	CKI1
SAGA-dominated	YLR134W	PDC5
TFIID-dominated	YLR135W	SLX4
TFIID-dominated	YLR136C	TIS11
TFIID-dominated	YLR137W	
TFIID-dominated	YLR138W	NHA1
TFIID-dominated	YLR139C	SLS1
no call	YLR140W	
no call	YLR141W	RRN5
SAGA-dominated	YLR142W	PUT1
TFIID-dominated	YLR143W	
TFIID-dominated	YLR144C	ACF2
TFIID-dominated	YLR145W	
TFIID-dominated	YLR146C	SPE4
TFIID-dominated	YLR147C	SMD3
TFIID-dominated	YLR148W	PEP3
TFIID-dominated	YLR149C	
TFIID-dominated	YLR150W	STM1
TFIID-dominated	YLR151C	PCD1
TFIID-dominated	YLR152C	
SAGA-dominated	YLR153C	ACS2
TFIID-dominated	YLR154C	
TFIID-dominated	YLR155C	ASP3-1
TFIID-dominated	YLR156W	
TFIID-dominated	YLR157C	ASP3-2
TFIID-dominated	YLR158C	ASP3-3
TFIID-dominated	YLR159W	
TFIID-dominated	YLR160C	ASP3-4
TFIID-dominated	YLR161W	
SAGA-dominated	YLR162W	
TFIID-dominated	YLR163C	MAS1
TFIID-dominated	YLR164W	
TFIID-dominated	YLR165C	PUS5
TFIID-dominated	YLR166C	SEC10
TFIID-dominated	YLR167W	RPS31
SAGA-dominated	YLR168C	
TFIID-dominated	YLR169W	
TFIID-dominated	YLR170C	APS1
TFIID-dominated	YLR171W	
TFIID-dominated	YLR172C	DPH5
TFIID-dominated	YLR173W	
SAGA-dominated	YLR174W	IDP2
TFIID-dominated	YLR175W	CBF5
SAGA-dominated	YLR176C	RFX1
TFIID-dominated	YLR177W	
SAGA-dominated	YLR178C	TFS1
TFIID-dominated	YLR179C	
TFIID-dominated	YLR180W	SAM1
TFIID-dominated	YLR181C	VTA1
TFIID-dominated	YLR182W	SWI6
TFIID-dominated	YLR183C	TOS4
no call	YLR184W	
TFIID-dominated	YLR185W	RPL37A
TFIID-dominated	YLR186W	EMG1
TFIID-dominated	YLR187W	
TFIID-dominated	YLR188W	MDL1
TFIID-dominated	YLR189C	UGT51
TFIID-dominated	YLR190W	
TFIID-dominated	YLR191W	PEX13
TFIID-dominated	YLR192C	HCR1
TFIID-dominated	YLR193C	
SAGA-dominated	YLR194C	
TFIID-dominated	YLR195C	NMT1
TFIID-dominated	YLR196W	PWP1
TFIID-dominated	YLR197W	SIK1
TFIID-dominated	YLR198C	
TFIID-dominated	YLR199C	
TFIID-dominated	YLR200W	YKE2
TFIID-dominated	YLR201C	
no call	YLR202C	
TFIID-dominated	YLR203C	MSS51
TFIID-dominated	YLR204W	QRI5
TFIID-dominated	YLR205C	HMX1
TFIID-dominated	YLR206W	ENT2
TFIID-dominated	YLR207W	HRD3
TFIID-dominated	YLR208W	SEC13
TFIID-dominated	YLR209C	PNP1
TFIID-dominated	YLR210W	CLB4
TFIID-dominated	YLR211C	
TFIID-dominated	YLR212C	TUB4
TFIID-dominated	YLR213C	CRR1
TFIID-dominated	YLR214W	FRE1
TFIID-dominated	YLR215C	CDC123
TFIID-dominated	YLR216C	CPR6
no call	YLR217W	
TFIID-dominated	YLR218C	
TFIID-dominated	YLR219W	MSC3
TFIID-dominated	YLR220W	CCC1
TFIID-dominated	YLR221C	RSA3
TFIID-dominated	YLR222C	UTP13
TFIID-dominated	YLR223C	IFH1
TFIID-dominated	YLR224W	
no call	YLR225C	
TFIID-dominated	YLR226W	BUR2
TFIID-dominated	YLR227C	ADY4
TFIID-dominated	YLR228C	ECM22
TFIID-dominated	YLR229C	CDC42
TFIID-dominated	YLR230W	
SAGA/TFIID	YLR231C	BNA5
SAGA/TFIID	YLR232W	
TFIID-dominated	YLR233C	EST1
TFIID-dominated	YLR234W	TOP3
TFIID-dominated	YLR235C	
TFIID-dominated	YLR236C	
TFIID-dominated	YLR237W	THI7
TFIID-dominated	YLR238W	
TFIID-dominated	YLR239C	LIP2
TFIID-dominated	YLR240W	VPS34
TFIID-dominated	YLR241W	
TFIID-dominated	YLR242C	ARV1
TFIID-dominated	YLR243W	
TFIID-dominated	YLR244C	MAP1
TFIID-dominated	YLR245C	CDD1
TFIID-dominated	YLR246W	ERF2
TFIID-dominated	YLR247C	
TFIID-dominated	YLR248W	RCK2
TFIID-dominated	YLR249W	YEF3
TFIID-dominated	YLR250W	SSP120
TFIID-dominated	YLR251W	SYM1
TFIID-dominated	YLR252W	
TFIID-dominated	YLR253W	
TFIID-dominated	YLR254C	
SAGA/TFIID	YLR255C	
TFIID-dominated	YLR256W	HAP1
SAGA-dominated	YLR257W	
SAGA-dominated	YLR258W	GSY2
TFIID-dominated	YLR259C	HSP60
TFIID-dominated	YLR260W	LCB5
TFIID-dominated	YLR261C	VPS63
TFIID-dominated	YLR262C	YPT6
TFIID-dominated	YLR263W	RED1
TFIID-dominated	YLR264W	RPS28B
TFIID-dominated	YLR265C	NEJ1
TFIID-dominated	YLR266C	PDR8
TFIID-dominated	YLR267W	BOP2
TFIID-dominated	YLR268W	SEC22
TFIID-dominated	YLR269C	
TFIID-dominated	YLR270W	DCS1
TFIID-dominated	YLR271W	
TFIID-dominated	YLR272C	YCS4
TFIID-dominated	YLR273C	PIG1
TFIID-dominated	YLR274W	CDC46
TFIID-dominated	YLR275W	SMD2
TFIID-dominated	YLR276C	DBP9
TFIID-dominated	YLR277C	YSH1
TFIID-dominated	YLR278C	
TFIID-dominated	YLR279W	
TFIID-dominated	YLR280C	
TFIID-dominated	YLR281C	
TFIID-dominated	YLR282C	
TFIID-dominated	YLR283W	
TFIID-dominated	YLR284C	ECI1
TFIID-dominated	YLR285W	NNT1
SAGA-dominated	YLR286C	CTS1
TFIID-dominated	YLR287C	
TFIID-dominated	YLR287C-A	RPS30A
TFIID-dominated	YLR288C	MEC3
TFIID-dominated	YLR289W	GUF1
TFIID-dominated	YLR290C	
TFIID-dominated	YLR291C	GCD7
TFIID-dominated	YLR292C	SEC72
TFIID-dominated	YLR293C	GSP1
TFIID-dominated	YLR294C	
TFIID-dominated	YLR295C	ATP14
no call	YLR296W	
SAGA-dominated	YLR297W	
TFIID-dominated	YLR298C	YHC1
TFIID-dominated	YLR299W	ECM38
SAGA-dominated	YLR300W	EXG1
TFIID-dominated	YLR301W	
TFIID-dominated	YLR302C	
TFIID-dominated	YLR303W	MET17
SAGA-dominated	YLR304C	ACO1
TFIID-dominated	YLR305C	STT4
TFIID-dominated	YLR306W	UBC12
SAGA/TFIID	YLR307W	CDA1
TFIID-dominated	YLR308W	CDA2
TFIID-dominated	YLR309C	IMH1
TFIID-dominated	YLR310C	CDC25
no call	YLR311C	
TFIID-dominated	YLR312C	
TFIID-dominated	YLR313C	SPH1
TFIID-dominated	YLR314C	CDC3
TFIID-dominated	YLR315W	NKP2
TFIID-dominated	YLR316C	TAD3
TFIID-dominated	YLR317W	
no call	YLR318W	EST2
TFIID-dominated	YLR319C	BUD6
TFIID-dominated	YLR320W	MMS22
TFIID-dominated	YLR321C	SFH1
TFIID-dominated	YLR322W	VPS65
TFIID-dominated	YLR323C	CWC24
TFIID-dominated	YLR324W	
TFIID-dominated	YLR325C	RPL38
TFIID-dominated	YLR326W	
SAGA-dominated	YLR327C	
TFIID-dominated	YLR328W	NMA1
no call	YLR329W	REC102
TFIID-dominated	YLR330W	CHS5
SAGA-dominated	YLR331C	JIP3
TFIID-dominated	YLR332W	MID2
TFIID-dominated	YLR333C	RPS25B
TFIID-dominated	YLR334C	
TFIID-dominated	YLR335W	NUP2
TFIID-dominated	YLR336C	SGD1
TFIID-dominated	YLR337C	VRP1
SAGA-dominated	YLR338W	
TFIID-dominated	YLR339C	
TFIID-dominated	YLR340W	RPP0
TFIID-dominated	YLR341W	SPO77
TFIID-dominated	YLR342W	FKS1
TFIID-dominated	YLR343W	
TFIID-dominated	YLR344W	RPL26A
SAGA-dominated	YLR345W	
SAGA-dominated	YLR346C	
SAGA-dominated	YLR347C	KAP95
TFIID-dominated	YLR348C	DIC1
TFIID-dominated	YLR349W	
TFIID-dominated	YLR350W	ORM2
TFIID-dominated	YLR351C	NIT3
TFIID-dominated	YLR352W	
TFIID-dominated	YLR353W	BUD8
TFIID-dominated	YLR354C	TAL1
SAGA-dominated	YLR355C	ILV5
TFIID-dominated	YLR356W	
TFIID-dominated	YLR357W	RSC2
TFIID-dominated	YLR358C	
SAGA-dominated	YLR359W	ADE13
TFIID-dominated	YLR360W	VPS38
TFIID-dominated	YLR361C	DCR2
TFIID-dominated	YLR362W	STE11
TFIID-dominated	YLR363C	NMD4
TFIID-dominated	YLR364W	
no call	YLR365W	
no call	YLR366W	
TFIID-dominated	YLR367W	RPS22B
TFIID-dominated	YLR368W	MDM30
TFIID-dominated	YLR369W	SSQ1
TFIID-dominated	YLR370C	ARC18
TFIID-dominated	YLR371W	ROM2
TFIID-dominated	YLR372W	SUR4
TFIID-dominated	YLR373C	VID22
SAGA-dominated	YLR374C	
TFIID-dominated	YLR375W	STP3
TFIID-dominated	YLR376C	PSY3
TFIID-dominated	YLR377C	FBP1
TFIID-dominated	YLR378C	SEC61
TFIID-dominated	YLR379W	
TFIID-dominated	YLR380W	CSR1
TFIID-dominated	YLR381W	CTF3
TFIID-dominated	YLR382C	NAM2
TFIID-dominated	YLR383W	RHC18
TFIID-dominated	YLR384C	IKI3
SAGA/TFIID	YLR385C	
TFIID-dominated	YLR386W	VAC14
TFIID-dominated	YLR387C	
TFIID-dominated	YLR388W	RPS29A
TFIID-dominated	YLR389C	STE23
TFIID-dominated	YLR390W	ECM19
TFIID-dominated	YLR391W-A	
SAGA-dominated	YLR392C	
TFIID-dominated	YLR393W	ATP10
TFIID-dominated	YLR394W	CST9
TFIID-dominated	YLR395C	COX8
TFIID-dominated	YLR396C	VPS33
TFIID-dominated	YLR397C	AFG2
TFIID-dominated	YLR398C	SKI2
SAGA-dominated	YLR399C	BDF1
TFIID-dominated	YLR400W	
TFIID-dominated	YLR401C	
no call	YLR402W	
TFIID-dominated	YLR403W	SFP1
TFIID-dominated	YLR404W	
TFIID-dominated	YLR405W	
no call	YLR406C	RPL31B
TFIID-dominated	YLR407W	
TFIID-dominated	YLR408C	
TFIID-dominated	YLR409C	UTP21
TFIID-dominated	YLR410W	VIP1
TFIID-dominated	YLR411W	CTR3
TFIID-dominated	YLR412W	
SAGA/TFIID	YLR413W	
SAGA-dominated	YLR414C	
TFIID-dominated	YLR415C	
TFIID-dominated	YLR416C	
TFIID-dominated	YLR417W	VPS36
TFIID-dominated	YLR418C	CDC73
TFIID-dominated	YLR419W	
TFIID-dominated	YLR420W	URA4
TFIID-dominated	YLR421C	RPN13
TFIID-dominated	YLR422W	
TFIID-dominated	YLR423C	APG17
TFIID-dominated	YLR424W	
TFIID-dominated	YLR425W	TUS1
TFIID-dominated	YLR426W	
TFIID-dominated	YLR427W	MAG2
TFIID-dominated	YLR428C	
TFIID-dominated	YLR429W	CRN1
TFIID-dominated	YLR430W	SEN1
TFIID-dominated	YLR431C	
TFIID-dominated	YLR432W	IMD3
TFIID-dominated	YLR433C	CNA1
no call	YLR434C	
TFIID-dominated	YLR435W	TSR2
TFIID-dominated	YLR436C	ECM30
TFIID-dominated	YLR437C	
SAGA-dominated	YLR438W	CAR2
TFIID-dominated	YLR439W	MRPL4
TFIID-dominated	YLR440C	
TFIID-dominated	YLR441C	RPS1A
no call	YLR442C	SIR3
TFIID-dominated	YLR443W	ECM7
TFIID-dominated	YLR444C	
no call	YLR445W	
TFIID-dominated	YLR446W	
TFIID-dominated	YLR447C	VMA6
SAGA/TFIID	YLR448W	RPL6B
TFIID-dominated	YLR449W	FPR4
no call	YLR450W	HMG2
TFIID-dominated	YLR451W	LEU3
TFIID-dominated	YLR452C	SST2
TFIID-dominated	YLR453C	RIF2
TFIID-dominated	YLR454W	
TFIID-dominated	YLR455W	
TFIID-dominated	YLR456W	
TFIID-dominated	YLR457C	NBP1
TFIID-dominated	YLR458W	
TFIID-dominated	YLR459W	CDC91
TFIID-dominated	YLR460C	
SAGA/TFIID	YLR461W	PAU4
TFIID-dominated	YLR462W	
TFIID-dominated	YLR463C	
TFIID-dominated	YLR464W	
TFIID-dominated	YLR465C	
TFIID-dominated	YLR466W	YRF1-4
TFIID-dominated	YLR467W	YRF1-5
TFIID-dominated	YML001	YPT7
TFIID-dominated	YML002W	
no call	YML003W	
SAGA-dominated	YML004C	GLO1
TFIID-dominated	YML005W	
TFIID-dominated	YML006C	GIS4
TFIID-dominated	YML007W	YAP1
TFIID-dominated	YML008C	ERG6
TFIID-dominated	YML009C	MRPL39
TFIID-dominated	YML010W	SPT5
no call	YML010W-A	
TFIID-dominated	YML010W-B	
TFIID-dominated	YML011C	
TFIID-dominated	YML012W	ERV25
TFIID-dominated	YML013C-A	
TFIID-dominated	YML013W	SEL1
TFIID-dominated	YML014W	
TFIID-dominated	YML015C	TAF11
TFIID-dominated	YML016C	PPZ1
no call	YML017W	PSP2
TFIID-dominated	YML018C	
TFIID-dominated	YML019W	OST6
TFIID-dominated	YML020W	
TFIID-dominated	YML021C	UNG1
TFIID-dominated	YML022W	APT1
TFIID-dominated	YML023C	
TFIID-dominated	YML024W	RPS17A
TFIID-dominated	YML025C	
TFIID-dominated	YML026C	RPS18B
TFIID-dominated	YML027W	YOX1
SAGA-dominated	YML028W	TSA1
TFIID-dominated	YML029W	USA1
TFIID-dominated	YML030W	
TFIID-dominated	YML031W	NDC1
TFIID-dominated	YML032C	RAD52
TFIID-dominated	YML032C-A	
TFIID-dominated	YML033W	
TFIID-dominated	YML034W	SRC1
TFIID-dominated	YML035C	AMD1
TFIID-dominated	YML035C-A	
TFIID-dominated	YML036W	
TFIID-dominated	YML037C	
TFIID-dominated	YML038C	YMD8
SAGA-dominated	YML039W	
SAGA/TFIID	YML040W	
TFIID-dominated	YML041C	VPS71
TFIID-dominated	YML042W	CAT2
TFIID-dominated	YML043C	RRN11
no call	YML045W	
TFIID-dominated	YML046W	PRP39
no call	YML047C	PRM6
TFIID-dominated	YML048W	GSF2
no call	YML048W-A	
TFIID-dominated	YML049C	RSE1
TFIID-dominated	YML050W	
TFIID-dominated	YML051W	GAL80
TFIID-dominated	YML052W	SUR7
TFIID-dominated	YML053C	
TFIID-dominated	YML054C	CYB2
TFIID-dominated	YML055W	SPC2
TFIID-dominated	YML056C	IMD4
TFIID-dominated	YML057W	CMP2
TFIID-dominated	YML058C-A	
TFIID-dominated	YML058W	SML1
TFIID-dominated	YML059C	
TFIID-dominated	YML060W	OGG1
TFIID-dominated	YML061C	PIF1
TFIID-dominated	YML062C	MFT1
TFIID-dominated	YML063W	RPS1B
TFIID-dominated	YML064C	TEM1
TFIID-dominated	YML065W	ORC1
SAGA/TFIID	YML066C	SMA2
TFIID-dominated	YML067C	ERV41
TFIID-dominated	YML068W	ITT1
TFIID-dominated	YML069W	POB3
TFIID-dominated	YML070W	DAK1
TFIID-dominated	YML071C	COG8
TFIID-dominated	YML072C	
TFIID-dominated	YML073C	RPL6A
TFIID-dominated	YML074C	FPR3
TFIID-dominated	YML075C	HMG1
TFIID-dominated	YML076C	WAR1
TFIID-dominated	YML077W	BET5
TFIID-dominated	YML078W	CPR3
TFIID-dominated	YML079W	
TFIID-dominated	YML080W	DUS1
TFIID-dominated	YML081W	
TFIID-dominated	YML082W	
no call	YML083C	
no call	YML084W	
TFIID-dominated	YML085C	TUB1
TFIID-dominated	YML086C	ALO1
TFIID-dominated	YML087C	
TFIID-dominated	YML088W	UFO1
no call	YML089C	
SAGA-dominated	YML090W	
SAGA-dominated	YML091C	RPM2
TFIID-dominated	YML092C	PRE8
TFIID-dominated	YML093W	UTP14
TFIID-dominated	YML094W	GIM5
TFIID-dominated	YML095C	RAD10
TFIID-dominated	YML095C-A	
TFIID-dominated	YML096W	
TFIID-dominated	YML097C	VPS9
TFIID-dominated	YML098W	TAF13
TFIID-dominated	YML099C	ARG81
SAGA-dominated	YML100W	TSL1
TFIID-dominated	YML100W-A	
TFIID-dominated	YML101C	CUE4
TFIID-dominated	YML102C-A	
TFIID-dominated	YML102W	CAC2
TFIID-dominated	YML103C	NUP188
TFIID-dominated	YML104C	MDM1
TFIID-dominated	YML105C	SEC65
TFIID-dominated	YML106W	URA5
TFIID-dominated	YML107C	
TFIID-dominated	YML108W	
TFIID-dominated	YML109W	ZDS2
TFIID-dominated	YML110C	COQ5
TFIID-dominated	YML111W	BUL2
TFIID-dominated	YML112W	CTK3
TFIID-dominated	YML113W	DAT1
TFIID-dominated	YML114C	TAF8
TFIID-dominated	YML115C	VAN1
TFIID-dominated	YML116W	ATR1
TFIID-dominated	YML117W	NAB6
TFIID-dominated	YML117W-A	
TFIID-dominated	YML118W	NGL3
TFIID-dominated	YML119W	
TFIID-dominated	YML120C	NDI1
TFIID-dominated	YML121W	GTR1
TFIID-dominated	YML122C	
SAGA/TFIID	YML123C	PHO84
TFIID-dominated	YML124C	TUB3
TFIID-dominated	YML125C	
TFIID-dominated	YML126C	ERG13
TFIID-dominated	YML127W	RSC9
SAGA-dominated	YML128C	MSC1
TFIID-dominated	YML129C	COX14
TFIID-dominated	YML130C	ERO1
no call	YML131W	
TFIID-dominated	YML132W	COS3
TFIID-dominated	YML133C	
TFIID-dominated	YMR001C	CDC5
SAGA-dominated	YMR002W	
TFIID-dominated	YMR003W	
TFIID-dominated	YMR004W	MVP1
TFIID-dominated	YMR005W	TAF4
SAGA/TFIID	YMR006C	PLB2
TFIID-dominated	YMR007W	
TFIID-dominated	YMR008C	PLB1
TFIID-dominated	YMR009W	
TFIID-dominated	YMR010W	
SAGA-dominated	YMR011W	HXT2
TFIID-dominated	YMR012W	CLU1
TFIID-dominated	YMR013C	SEC59
TFIID-dominated	YMR014W	BUD22
TFIID-dominated	YMR015C	ERG5
TFIID-dominated	YMR016C	SOK2
no call	YMR017W	SPO20
TFIID-dominated	YMR018W	
TFIID-dominated	YMR019W	STB4
TFIID-dominated	YMR020W	FMS1
TFIID-dominated	YMR021C	MAC1
TFIID-dominated	YMR022W	QRI8
TFIID-dominated	YMR023C	MSS1
TFIID-dominated	YMR024W	MRPL3
TFIID-dominated	YMR025W	CSI1
TFIID-dominated	YMR026C	PEX12
TFIID-dominated	YMR027W	HRT2
TFIID-dominated	YMR028W	TAP42
TFIID-dominated	YMR029C	
TFIID-dominated	YMR030W	
TFIID-dominated	YMR031C	
TFIID-dominated	YMR031W-A	
TFIID-dominated	YMR032W	HOF1
TFIID-dominated	YMR033W	ARP9
TFIID-dominated	YMR034C	
TFIID-dominated	YMR035W	IMP2
TFIID-dominated	YMR036C	MIH1
TFIID-dominated	YMR037C	MSN2
TFIID-dominated	YMR038C	LYS7
TFIID-dominated	YMR039C	SUB1
TFIID-dominated	YMR040W	
TFIID-dominated	YMR041C	
TFIID-dominated	YMR042W	ARG80
TFIID-dominated	YMR043W	MCM1
TFIID-dominated	YMR044W	IOC4
SAGA-dominated	YMR045C	
SAGA-dominated	YMR046C	
TFIID-dominated	YMR047C	NUP116
TFIID-dominated	YMR048W	CSM3
TFIID-dominated	YMR049C	ERB1
SAGA-dominated	YMR050C	
SAGA-dominated	YMR051C	
TFIID-dominated	YMR052C-A	
TFIID-dominated	YMR052W	FAR3
TFIID-dominated	YMR053C	STB2
TFIID-dominated	YMR054W	STV1
TFIID-dominated	YMR055C	BUB2
TFIID-dominated	YMR056C	AAC1
no call	YMR057C	
TFIID-dominated	YMR058W	FET3
TFIID-dominated	YMR059W	SEN15
TFIID-dominated	YMR060C	TOM37
TFIID-dominated	YMR061W	RNA14
TFIID-dominated	YMR062C	ECM40
TFIID-dominated	YMR063W	RIM9
TFIID-dominated	YMR064W	AEP1
TFIID-dominated	YMR065W	KAR5
TFIID-dominated	YMR066W	SOV1
TFIID-dominated	YMR067C	
TFIID-dominated	YMR068W	AVO2
SAGA/TFIID	YMR069W	
TFIID-dominated	YMR070W	MOT3
TFIID-dominated	YMR071C	
TFIID-dominated	YMR072W	ABF2
TFIID-dominated	YMR073C	
TFIID-dominated	YMR074C	
TFIID-dominated	YMR075C-A	
TFIID-dominated	YMR075W	RCO1
TFIID-dominated	YMR076C	PDS5
TFIID-dominated	YMR077C	VPS20
TFIID-dominated	YMR078C	CTF18
TFIID-dominated	YMR079W	SEC14
TFIID-dominated	YMR080C	NAM7
TFIID-dominated	YMR081C	ISF1
no call	YMR082C	
TFIID-dominated	YMR083W	ADH3
no call	YMR084W	
TFIID-dominated	YMR085W	
TFIID-dominated	YMR086C-A	
TFIID-dominated	YMR086W	
TFIID-dominated	YMR087W	
TFIID-dominated	YMR088C	
TFIID-dominated	YMR089C	YTA12
SAGA-dominated	YMR090W	
TFIID-dominated	YMR091C	NPL6
TFIID-dominated	YMR092C	AIP1
TFIID-dominated	YMR093W	UTP15
TFIID-dominated	YMR094W	CTF13
TFIID-dominated	YMR095C	SNO1
SAGA-dominated	YMR096W	SNZ1
TFIID-dominated	YMR097C	MTG1
TFIID-dominated	YMR098C	
TFIID-dominated	YMR099C	
TFIID-dominated	YMR100W	MUB1
no call	YMR101C	SRT1
TFIID-dominated	YMR102C	
SAGA-dominated	YMR103C	
SAGA-dominated	YMR104C	YPK2
SAGA-dominated	YMR105C	PGM2
TFIID-dominated	YMR106C	YKU80
SAGA-dominated	YMR107W	
TFIID-dominated	YMR108W	ILV2
TFIID-dominated	YMR109W	MYO5
TFIID-dominated	YMR110C	
TFIID-dominated	YMR111C	
TFIID-dominated	YMR112C	MED11
TFIID-dominated	YMR113W	FOL3
TFIID-dominated	YMR114C	
TFIID-dominated	YMR115W	
SAGA/TFIID	YMR116C	ASC1
TFIID-dominated	YMR117C	SPC24
TFIID-dominated	YMR118C	
TFIID-dominated	YMR119W	ASI1
TFIID-dominated	YMR119W-A	
SAGA-dominated	YMR120C	ADE17
TFIID-dominated	YMR121C	RPL15B
no call	YMR122C	
TFIID-dominated	YMR123W	PKR1
TFIID-dominated	YMR124W	
TFIID-dominated	YMR125W	STO1
TFIID-dominated	YMR126C	
TFIID-dominated	YMR127C	SAS2
TFIID-dominated	YMR128W	ECM16
TFIID-dominated	YMR129W	POM152
TFIID-dominated	YMR130W	
TFIID-dominated	YMR131C	RRB1
TFIID-dominated	YMR132C	
TFIID-dominated	YMR133W	REC114
SAGA-dominated	YMR134W	
TFIID-dominated	YMR135C	DCR1
TFIID-dominated	YMR135W-A	
TFIID-dominated	YMR136W	GAT2
TFIID-dominated	YMR137C	PSO2
TFIID-dominated	YMR138W	CIN4
TFIID-dominated	YMR139W	RIM11
TFIID-dominated	YMR140W	SIP5
TFIID-dominated	YMR141C	
TFIID-dominated	YMR142C	RPL13B
TFIID-dominated	YMR143W	RPS16A
TFIID-dominated	YMR144W	
TFIID-dominated	YMR145C	NDE1
TFIID-dominated	YMR146C	TIF34
TFIID-dominated	YMR147W	
TFIID-dominated	YMR148W	
TFIID-dominated	YMR149W	SWP1
TFIID-dominated	YMR150C	IMP1
TFIID-dominated	YMR151W	YIM2
TFIID-dominated	YMR152W	YIM1
