	DMSO.REP1	DMSO.REP2	DMSO.REP3	RA.REP1	RA.REP2	RA.REP3
ENSMUSG00000031939	2854	2767	2468	3121	1072	2076
ENSMUSG00000046111	3778	3584	3061	3923	1337	3400
ENSMUSG00000058173	18	22	12	24	6	22
ENSMUSG00000043885	33	26	25	46	9	20
ENSMUSG00000090602	1181	913	971	844	285	502
ENSMUSG00000001774	2061	1859	1762	1768	520	1116
ENSMUSG00000043943	532	486	507	292	73	181
ENSMUSG00000074502	20	13	14	16	5	8
ENSMUSG00000074500	41	38	41	57	13	25
ENSMUSG00000059303	50	71	31	38	12	36
ENSMUSG00000057551	1184	1086	1065	980	193	650
ENSMUSG00000091460	135	125	131	119	24	60
ENSMUSG00000045519	138	138	129	186	31	107
ENSMUSG00000063108	2109	2101	1869	1727	476	1286
ENSMUSG00000059475	375	380	309	419	91	281
ENSMUSG00000060510	1373	1315	1125	1349	392	818
ENSMUSG00000058192	304	283	234	232	62	170
ENSMUSG00000066892	253	210	197	140	25	148
ENSMUSG00000084786	856	698	692	707	106	324
ENSMUSG00000032171	1988	1764	1816	1725	341	1089
ENSMUSG00000032172	28	40	38	42	5	44
ENSMUSG00000004098	266	265	244	361	60	266
ENSMUSG00000038884	398	395	331	400	62	302
ENSMUSG00000038742	57	57	68	61	8	53
ENSMUSG00000004100	2947	2653	2585	2815	589	1722
ENSMUSG00000070319	3463	2998	2887	2887	565	1535
ENSMUSG00000004099	10405	9261	8397	8770	1900	5932
ENSMUSG00000043895	850	717	744	1744	326	1060
ENSMUSG00000003299	905	769	775	753	152	488
ENSMUSG00000037405	2139	1801	1774	1297	248	819
ENSMUSG00000001014	23	17	12	22	3	10
ENSMUSG00000032174	25	17	27	27	11	26
ENSMUSG00000079681	13	12	11	18	4	14
ENSMUSG00000079677	310	275	288	266	66	194
ENSMUSG00000010205	1724	1658	1405	1374	386	1738
ENSMUSG00000032175	967	867	765	820	153	684
ENSMUSG00000019471	2754	2309	2280	2118	521	1424
ENSMUSG00000032177	157	139	125	157	59	212
ENSMUSG00000003308	886	698	638	629	133	436
ENSMUSG00000045087	16	13	12	38	5	15
ENSMUSG00000002820	762	627	630	797	148	667
ENSMUSG00000035047	1010	869	719	801	139	613
ENSMUSG00000096472	201	184	188	184	40	109
ENSMUSG00000003309	127	94	94	96	22	72
ENSMUSG00000057193	732	685	603	717	144	477
ENSMUSG00000032178	4820	4375	3879	4130	1032	3125
ENSMUSG00000002825	1143	1049	1007	1358	247	918
ENSMUSG00000033335	2556	2355	2186	4843	1135	3567
ENSMUSG00000032180	915	787	812	692	138	415
ENSMUSG00000032185	1178	1109	956	951	224	875
ENSMUSG00000032182	273	283	216	350	79	276
ENSMUSG00000048429	598	484	480	449	105	302
ENSMUSG00000032187	5512	5176	4572	4444	1060	3701
ENSMUSG00000032193	3609	3036	2669	3648	693	2501
ENSMUSG00000074476	1235	1148	1257	725	129	364
ENSMUSG00000032194	2544	2324	2065	1107	276	966
ENSMUSG00000032198	1929	2006	1500	3111	946	4592
ENSMUSG00000047822	35	30	30	58	13	141
ENSMUSG00000019066	100	86	77	110	24	67
ENSMUSG00000040883	105	92	100	95	10	63
ENSMUSG00000006241	29	25	24	34	3	15
ENSMUSG00000040563	41	43	32	43	7	48
ENSMUSG00000051238	268	248	264	198	49	107
ENSMUSG00000006235	19	15	19	37	6	26
ENSMUSG00000039632	57	44	43	51	9	26
ENSMUSG00000003402	3865	3484	3035	3486	624	2227
ENSMUSG00000003410	41	46	34	157	31	150
ENSMUSG00000038895	212	216	175	232	59	186
ENSMUSG00000066839	501	488	434	638	122	351
ENSMUSG00000013822	610	537	474	535	88	288
ENSMUSG00000001348	423	320	259	683	174	422
ENSMUSG00000010607	352	251	307	186	47	108
ENSMUSG00000074472	15	14	15	20	5	13
ENSMUSG00000057982	777	798	587	948	217	694
ENSMUSG00000062794	772	777	711	883	230	560
ENSMUSG00000066829	296	287	227	370	108	230
ENSMUSG00000036777	6928	6005	5794	5875	1538	3907
ENSMUSG00000036411	54	31	34	29	12	30
ENSMUSG00000032239	418	335	314	263	82	157
ENSMUSG00000035919	454	509	428	554	150	521
ENSMUSG00000043067	1698	1498	1444	1563	309	952
ENSMUSG00000031965	102	93	72	54	11	47
ENSMUSG00000008429	243	226	182	235	84	214
ENSMUSG00000001833	3121	2849	2627	2815	926	1526
ENSMUSG00000036611	111	101	83	238	45	217
ENSMUSG00000036395	90	101	68	78	27	57
ENSMUSG00000031969	661	610	500	557	130	378
ENSMUSG00000035443	505	403	469	439	115	242
ENSMUSG00000031988	961	923	893	898	226	630
ENSMUSG00000035024	2379	2254	2064	2316	547	1654
ENSMUSG00000031990	1100	1080	997	727	167	526
ENSMUSG00000034275	587	581	460	443	116	641
ENSMUSG00000031993	511	541	398	501	157	440
ENSMUSG00000033453	68	83	67	86	18	51
ENSMUSG00000031994	339	312	250	234	45	328
ENSMUSG00000047412	5550	5656	4703	4280	1487	3871
ENSMUSG00000031995	1655	1562	1317	1034	230	771
ENSMUSG00000031996	7199	6479	5738	7925	1828	5084
ENSMUSG00000042496	620	613	487	552	128	514
ENSMUSG00000042185	1434	1434	1058	1596	315	1373
ENSMUSG00000041737	14	26	20	48	16	34
ENSMUSG00000041444	2992	3098	2378	2944	799	2964
ENSMUSG00000032036	44	19	15	17	2	18
ENSMUSG00000032038	416	337	369	186	68	141
ENSMUSG00000032040	748	726	602	614	111	321
ENSMUSG00000032041	254	242	221	194	65	153
ENSMUSG00000032042	2206	1953	1863	2261	472	1499
ENSMUSG00000039048	1065	895	831	880	155	545
ENSMUSG00000050471	511	568	442	467	116	360
ENSMUSG00000032044	560	474	463	420	73	262
ENSMUSG00000038119	557	496	431	708	153	546
ENSMUSG00000032101	52	57	38	57	10	27
ENSMUSG00000050555	714	623	580	637	181	382
ENSMUSG00000074452	41	24	33	28	10	12
ENSMUSG00000032110	21	24	18	31	16	54
ENSMUSG00000032113	2171	2038	1906	1768	472	1218
ENSMUSG00000032116	7521	6745	6058	9050	1957	5502
ENSMUSG00000062762	2868	2700	2637	4234	977	2824
ENSMUSG00000032118	139	86	92	177	48	107
ENSMUSG00000035934	283	263	217	152	48	137
ENSMUSG00000032121	109	65	78	80	20	75
ENSMUSG00000032122	400	424	332	371	87	290
ENSMUSG00000034303	319	302	222	405	127	402
ENSMUSG00000046240	36	34	28	77	21	83
ENSMUSG00000032125	127	111	107	1665	304	1322
ENSMUSG00000032128	13	8	3	97	29	110
ENSMUSG00000042138	1027	1039	868	1725	465	1345
ENSMUSG00000001946	32	16	12	88	10	80
ENSMUSG00000001943	27	22	21	81	15	66
ENSMUSG00000053310	16	13	16	30	11	36
ENSMUSG00000001942	416	425	312	494	116	363
ENSMUSG00000011114	3419	2671	2921	2570	543	1408
ENSMUSG00000023186	222	197	176	126	44	84
ENSMUSG00000038112	33	28	20	8	3	3
ENSMUSG00000047352	12	7	4	14	4	21
ENSMUSG00000049010	5	11	6	11	7	15
ENSMUSG00000044205	12	12	19	25	3	39
ENSMUSG00000045812	15	18	15	18	11	27
ENSMUSG00000049073	69	96	76	91	25	101
ENSMUSG00000040541	43	69	33	61	24	137
ENSMUSG00000051095	109	170	85	95	41	286
ENSMUSG00000025602	974	1190	682	996	305	1381
ENSMUSG00000049281	97	92	87	102	22	90
ENSMUSG00000040111	1132	1139	948	980	251	907
ENSMUSG00000032024	753	750	621	844	232	665
ENSMUSG00000015656	7545	6584	6643	7455	1608	4121
ENSMUSG00000032020	13	13	11	22	6	15
ENSMUSG00000049313	3758	3495	2846	5413	1364	4620
ENSMUSG00000032018	449	378	347	410	99	248
ENSMUSG00000037287	503	478	448	380	87	360
ENSMUSG00000032017	68	77	59	51	10	50
ENSMUSG00000059495	2299	2197	1913	2282	537	1941
ENSMUSG00000048503	163	142	125	149	47	149
ENSMUSG00000032015	434	307	279	173	31	149
ENSMUSG00000032014	13	8	12	19	6	15
ENSMUSG00000032012	567	593	497	970	294	1301
ENSMUSG00000032011	16	26	12	23	6	20
ENSMUSG00000053128	186	189	145	173	46	145
ENSMUSG00000032010	88	68	76	67	21	79
ENSMUSG00000034739	16	13	9	13	8	24
ENSMUSG00000032135	833	738	644	1361	257	830
ENSMUSG00000034342	894	983	724	944	302	1122
ENSMUSG00000032109	69	55	53	82	10	53
ENSMUSG00000032119	563	508	427	470	98	366
ENSMUSG00000032120	227	212	208	200	41	152
ENSMUSG00000032123	631	523	485	494	120	308
ENSMUSG00000049932	4406	3424	4310	2446	788	1940
ENSMUSG00000032126	913	783	738	719	194	411
ENSMUSG00000032127	1284	1172	1074	969	194	685
ENSMUSG00000032115	8228	7097	6802	9332	1687	5987
ENSMUSG00000032114	153	142	113	158	34	100
ENSMUSG00000032112	708	629	582	581	110	364
ENSMUSG00000009927	1083	957	1066	989	189	541
ENSMUSG00000043923	269	235	217	310	73	201
ENSMUSG00000074397	33	26	28	33	2	21
ENSMUSG00000063382	180	187	147	180	34	293
ENSMUSG00000032097	2783	2980	1974	2077	760	2406
ENSMUSG00000048537	293	224	265	375	88	257
ENSMUSG00000032096	3882	3502	3396	3669	964	2221
ENSMUSG00000002031	1416	1330	1154	1323	283	977
ENSMUSG00000002032	23	37	30	43	7	36
ENSMUSG00000002028	2055	2665	1478	2576	984	4406
ENSMUSG00000038717	22	21	12	30	6	17
ENSMUSG00000059890	1175	1179	875	1080	302	978
ENSMUSG00000002033	241	242	195	50	17	24
ENSMUSG00000032094	222	190	233	84	19	50
ENSMUSG00000032093	123	152	84	109	32	102
ENSMUSG00000032092	1859	1620	1545	1271	338	936
ENSMUSG00000070305	143	140	137	122	30	79
ENSMUSG00000070304	59	42	41	122	31	87
ENSMUSG00000066705	1669	1498	1264	607	118	338
ENSMUSG00000032087	12	14	11	15	7	17
ENSMUSG00000043987	1300	1210	1134	1082	266	836
ENSMUSG00000032086	480	503	362	446	114	482
ENSMUSG00000042790	389	386	317	348	106	362
ENSMUSG00000035382	366	318	269	328	46	231
ENSMUSG00000032085	27	31	21	33	10	40
ENSMUSG00000034908	821	734	654	761	187	705
ENSMUSG00000003131	1739	1611	1441	1554	412	1085
ENSMUSG00000034135	596	635	487	546	124	610
ENSMUSG00000032078	1589	1400	1404	1454	358	893
ENSMUSG00000032077	508	496	383	435	103	336
ENSMUSG00000032076	1521	1493	1210	1720	472	1391
ENSMUSG00000032026	695	632	595	472	134	272
ENSMUSG00000042396	708	685	629	606	181	311
ENSMUSG00000042293	90	46	71	54	8	38
ENSMUSG00000032271	234	245	219	76	12	60
ENSMUSG00000066687	16	27	20	44	10	61
ENSMUSG00000032267	2463	2271	2019	2347	659	1798
ENSMUSG00000032264	1710	1557	1428	1762	419	1196
ENSMUSG00000040219	74	68	42	38	8	21
ENSMUSG00000039542	689	781	558	204	49	180
ENSMUSG00000058443	33	34	40	25	4	8
ENSMUSG00000032068	423	384	344	488	122	299
ENSMUSG00000032067	101	77	86	69	20	35
ENSMUSG00000000171	2142	1709	1885	1499	366	803
ENSMUSG00000039016	621	573	587	506	134	248
ENSMUSG00000059820	833	672	645	634	168	420
ENSMUSG00000000167	42	39	20	33	14	16
ENSMUSG00000000168	1593	1496	1527	1391	316	784
ENSMUSG00000032064	318	243	259	249	61	197
ENSMUSG00000032062	87	71	68	37	14	20
ENSMUSG00000032060	33	34	28	18	4	14
ENSMUSG00000037971	99	72	80	81	19	55
ENSMUSG00000037845	114	101	78	135	32	70
ENSMUSG00000032059	597	572	490	623	125	453
ENSMUSG00000032058	1830	1606	1497	1439	355	1097
ENSMUSG00000037112	415	422	356	390	103	396
ENSMUSG00000078308	28	17	22	13	3	5
ENSMUSG00000053199	16	26	17	17	3	9
ENSMUSG00000032051	212	177	169	183	64	122
ENSMUSG00000032050	5976	5544	4966	5490	1213	3082
ENSMUSG00000035164	261	234	198	263	79	205
ENSMUSG00000053289	2020	1770	1539	1999	615	1224
ENSMUSG00000034584	73	53	50	11	1	13
ENSMUSG00000034487	164	156	145	108	32	62
ENSMUSG00000034218	4007	3849	3364	3506	918	2674
ENSMUSG00000033054	2160	1975	1873	2016	625	1353
ENSMUSG00000032047	291	279	235	265	76	195
ENSMUSG00000032030	3766	3379	3368	3229	958	1924
ENSMUSG00000055069	170	119	100	310	85	220
ENSMUSG00000042195	2116	1820	1754	2622	579	1801
ENSMUSG00000059830	40	13	23	22	2	9
ENSMUSG00000041268	702	696	637	773	238	590
ENSMUSG00000032279	1943	1638	1527	1626	421	971
ENSMUSG00000032285	17	22	17	24	5	23
ENSMUSG00000061559	1297	1095	1087	1138	226	647
ENSMUSG00000032291	85	66	72	93	26	40
ENSMUSG00000032293	3213	3398	2522	3305	1552	3424
ENSMUSG00000035878	211	153	162	170	43	135
ENSMUSG00000032301	1805	1569	1590	1508	448	755
ENSMUSG00000035594	9	5	8	47	12	37
ENSMUSG00000032307	603	572	505	594	199	406
ENSMUSG00000032309	1617	1432	1381	1341	279	944
ENSMUSG00000032311	240	246	200	283	56	254
ENSMUSG00000032313	60	53	42	25	4	22
ENSMUSG00000032314	627	597	532	416	135	361
ENSMUSG00000034007	752	754	576	688	233	576
ENSMUSG00000032320	683	657	581	598	187	348
ENSMUSG00000032322	121	103	91	156	40	141
ENSMUSG00000032324	990	828	843	893	193	520
ENSMUSG00000074305	748	639	491	604	195	603
ENSMUSG00000032329	556	491	448	489	132	396
ENSMUSG00000049556	27	15	15	23	5	15
ENSMUSG00000032911	11	5	9	16	4	15
ENSMUSG00000032733	54	59	63	74	15	47
ENSMUSG00000032288	716	630	651	594	144	373
ENSMUSG00000055334	336	252	256	283	48	149
ENSMUSG00000032290	248	230	221	261	83	215
ENSMUSG00000042557	4617	3878	3660	3763	871	2708
ENSMUSG00000032295	1608	1442	1262	1411	270	1197
ENSMUSG00000032298	249	245	169	192	35	173
ENSMUSG00000032299	881	733	783	520	109	328
ENSMUSG00000070298	15	22	15	25	6	42
ENSMUSG00000032300	743	644	588	876	214	940
ENSMUSG00000063849	502	408	366	629	134	459
ENSMUSG00000040722	1260	1123	1023	1175	220	766
ENSMUSG00000062309	2088	1728	1700	1658	312	1120
ENSMUSG00000000088	3588	3165	3452	2695	762	1675
ENSMUSG00000032305	421	360	350	398	78	265
ENSMUSG00000032306	788	743	658	619	119	403
ENSMUSG00000040188	927	751	769	807	163	531
ENSMUSG00000032308	80	75	53	89	18	106
ENSMUSG00000032312	501	421	394	361	86	296
ENSMUSG00000038957	579	606	430	647	205	663
ENSMUSG00000032316	396	334	325	363	93	262
ENSMUSG00000004661	945	913	790	785	186	804
ENSMUSG00000055720	457	397	385	322	67	254
ENSMUSG00000038264	97	104	115	183	50	150
ENSMUSG00000032323	28	18	20	183	55	151
ENSMUSG00000037716	7	2	2	80	31	55
ENSMUSG00000032327	6	2	3	217	35	184
ENSMUSG00000051243	163	170	128	665	150	400
ENSMUSG00000036986	2270	2162	1738	3421	800	3481
ENSMUSG00000032333	535	519	464	554	108	448
ENSMUSG00000032334	63	55	52	116	19	125
ENSMUSG00000066607	49	45	37	66	12	62
ENSMUSG00000035914	136	127	109	197	38	169
ENSMUSG00000032336	1323	1389	1108	1312	358	960
ENSMUSG00000074269	227	173	162	183	47	150
ENSMUSG00000032338	13	12	9	9	6	13
ENSMUSG00000032340	3794	3721	3154	3136	777	2332
ENSMUSG00000025236	2392	1996	1926	2098	448	1332
ENSMUSG00000025235	353	349	313	369	96	281
ENSMUSG00000025234	3156	2828	2544	2623	779	1977
ENSMUSG00000025232	3115	3085	2818	967	238	636
ENSMUSG00000025237	224	206	173	228	58	216
ENSMUSG00000032294	22302	16914	16226	14509	2616	8082
ENSMUSG00000074259	191	162	138	121	30	116
ENSMUSG00000051705	298	211	216	253	72	197
ENSMUSG00000039585	3028	3010	2458	2935	909	2238
ENSMUSG00000047766	92	93	89	98	26	63
ENSMUSG00000034485	1345	1151	961	959	241	719
ENSMUSG00000032280	2031	1983	1635	1630	468	1850
ENSMUSG00000007892	13485	10950	11665	9619	2286	5598
ENSMUSG00000032254	2811	2173	1984	2215	570	1440
ENSMUSG00000032278	16	23	11	19	10	19
ENSMUSG00000032252	1519	1479	1280	1633	392	1018
ENSMUSG00000046846	31	16	21	36	10	23
ENSMUSG00000032249	4829	4439	3609	2729	516	1346
ENSMUSG00000041729	344	336	294	451	132	488
ENSMUSG00000032243	16	16	8	14	3	32
ENSMUSG00000032244	8276	7125	6861	6230	1658	4074
ENSMUSG00000032245	154	111	126	81	23	82
ENSMUSG00000032246	21	14	16	52	16	48
ENSMUSG00000032405	497	491	416	586	150	462
ENSMUSG00000058444	329	345	274	320	86	306
ENSMUSG00000032403	47	44	39	35	6	12
ENSMUSG00000037257	927	799	779	809	197	533
ENSMUSG00000032402	541	436	430	301	58	277
ENSMUSG00000036867	198	153	163	237	53	213
ENSMUSG00000032401	36	35	24	21	4	20
ENSMUSG00000032400	2368	2129	1957	2155	436	1595
ENSMUSG00000032399	39535	34759	34175	30704	7686	17257
ENSMUSG00000032398	322	307	307	254	38	157
ENSMUSG00000004936	2946	2466	2481	1953	461	1229
ENSMUSG00000035337	300	296	252	238	68	203
ENSMUSG00000032397	2640	2392	2398	2071	585	1139
ENSMUSG00000032396	472	432	376	511	105	407
ENSMUSG00000036466	544	500	398	1026	279	1059
ENSMUSG00000004771	902	744	697	728	222	489
ENSMUSG00000053641	428	439	314	405	149	407
ENSMUSG00000034452	24	17	15	29	9	8
ENSMUSG00000034263	642	637	529	625	150	443
ENSMUSG00000033629	1282	1142	1152	1164	273	730
ENSMUSG00000032393	1132	1060	924	1047	312	755
ENSMUSG00000032816	140	136	113	318	71	265
ENSMUSG00000032394	165	198	173	514	133	527
ENSMUSG00000032392	145	109	100	136	32	88
ENSMUSG00000015357	870	810	786	747	203	483
ENSMUSG00000041837	477	410	425	417	106	261
ENSMUSG00000086228	309	258	296	213	36	185
ENSMUSG00000059183	190	194	147	152	35	104
ENSMUSG00000032388	1093	947	957	773	176	462
ENSMUSG00000050721	187	156	139	179	29	127
ENSMUSG00000041064	1184	1102	983	1181	234	787
ENSMUSG00000032387	2173	2046	1910	1512	390	1178
ENSMUSG00000040652	340	282	300	630	121	416
ENSMUSG00000040524	549	633	393	628	254	1167
ENSMUSG00000032386	745	737	649	687	196	550
ENSMUSG00000040204	186	176	157	168	51	102
ENSMUSG00000032384	1271	1211	1049	1243	351	1131
ENSMUSG00000032383	1016	940	907	862	257	504
ENSMUSG00000039452	62	55	47	58	11	56
ENSMUSG00000032382	1030	892	899	824	169	505
ENSMUSG00000032381	627	551	525	421	111	252
ENSMUSG00000032380	10	8	10	27	6	13
ENSMUSG00000038664	3740	3648	2813	4636	1281	3828
ENSMUSG00000050503	53	61	41	100	32	107
ENSMUSG00000032376	768	676	640	791	184	527
ENSMUSG00000032375	13	13	15	14	4	13
ENSMUSG00000036943	245	237	211	234	47	145
ENSMUSG00000036781	1977	1908	1977	1687	494	839
ENSMUSG00000032370	147	121	124	185	51	101
ENSMUSG00000032366	1555	1343	1319	1511	373	1041
ENSMUSG00000052698	2500	2299	2113	2257	588	1982
ENSMUSG00000035284	1649	1737	1292	1826	603	1819
ENSMUSG00000032238	73	59	50	91	19	96
ENSMUSG00000032235	584	559	546	685	167	433
ENSMUSG00000032231	429	213	227	296	79	198
ENSMUSG00000011958	1011	876	921	927	244	599
ENSMUSG00000033543	1092	957	930	1044	283	589
ENSMUSG00000032226	56	45	54	140	29	79
ENSMUSG00000032224	672	494	514	605	111	353
ENSMUSG00000032220	2461	2193	1920	1890	487	1529
ENSMUSG00000032218	2015	1734	1758	1510	368	821
ENSMUSG00000032217	2435	2321	2114	1821	510	1559
ENSMUSG00000032212	3021	2730	2356	2506	700	2102
ENSMUSG00000042444	381	431	274	473	206	636
ENSMUSG00000054693	1014	1008	776	1042	371	977
ENSMUSG00000032207	19	22	12	32	10	12
ENSMUSG00000032204	44	43	35	32	8	16
ENSMUSG00000013584	128	108	107	44	11	22
ENSMUSG00000032199	2752	2604	2456	2037	568	1422
ENSMUSG00000032232	409	325	312	2641	572	1757
ENSMUSG00000032228	1497	1483	1233	1569	427	1314
ENSMUSG00000038535	2826	2838	2255	2957	979	2622
ENSMUSG00000032221	361	317	253	326	69	189
ENSMUSG00000090626	582	514	436	591	176	423
ENSMUSG00000037674	1891	1863	1434	2079	670	2084
ENSMUSG00000032216	26597	24815	22961	24575	5428	16957
ENSMUSG00000036030	1222	1025	954	2716	685	1834
ENSMUSG00000034910	102	100	96	150	27	91
ENSMUSG00000092192	21	11	11	18	5	9
ENSMUSG00000086158	80	67	69	91	15	34
ENSMUSG00000034563	40	50	37	84	17	43
ENSMUSG00000079469	536	533	392	725	166	627
ENSMUSG00000032202	271	219	191	526	117	292
ENSMUSG00000092622	504	383	464	254	60	180
ENSMUSG00000032215	754	711	668	619	104	339
ENSMUSG00000034858	188	148	146	187	43	119
ENSMUSG00000007656	2107	1925	1881	1874	508	1151
ENSMUSG00000034593	887	914	747	1102	283	896
ENSMUSG00000033590	778	656	606	693	162	496
ENSMUSG00000032192	35	33	23	56	11	37
ENSMUSG00000042688	2433	2140	1983	3008	637	1977
ENSMUSG00000042487	1423	1284	1104	1321	373	913
ENSMUSG00000058587	1359	1240	1138	1107	333	750
ENSMUSG00000032186	150	191	161	252	68	220
ENSMUSG00000032184	64	51	61	41	16	38
ENSMUSG00000032181	17	17	14	7	3	5
ENSMUSG00000007908	17	13	12	32	1	29
ENSMUSG00000032360	69	64	80	52	18	42
ENSMUSG00000032358	51	46	37	24	6	20
ENSMUSG00000032352	333	276	273	342	65	248
ENSMUSG00000032350	1047	915	814	1008	266	591
ENSMUSG00000032349	3219	2881	2776	2830	580	1666
ENSMUSG00000001366	277	265	234	247	51	154
ENSMUSG00000009828	380	397	320	363	98	333
ENSMUSG00000032348	6610	5411	5164	4243	988	2324
ENSMUSG00000060461	8986	7427	7214	7673	1870	3772
ENSMUSG00000032346	1804	1652	1608	1691	331	980
ENSMUSG00000070291	440	399	359	562	188	386
ENSMUSG00000032344	182	159	139	167	48	112
ENSMUSG00000032342	978	913	849	892	240	676
ENSMUSG00000037742	64748	58346	57902	52782	9589	27068
ENSMUSG00000049624	276	223	223	175	34	155
ENSMUSG00000046186	227	177	170	87	22	57
ENSMUSG00000032330	2538	2092	2171	2168	499	1048
ENSMUSG00000032328	1083	959	922	1223	451	751
ENSMUSG00000034252	3073	2869	2544	2934	855	2071
ENSMUSG00000033577	591	513	450	368	116	276
ENSMUSG00000049511	43	40	22	24	1	15
ENSMUSG00000043289	75	78	70	67	22	44
ENSMUSG00000032251	70	65	66	76	25	38
ENSMUSG00000032253	5114	5006	4140	5831	1882	4390
ENSMUSG00000066456	7	14	5	19	4	11
ENSMUSG00000032258	96	101	74	147	44	116
ENSMUSG00000032261	665	645	596	525	102	325
ENSMUSG00000032262	59	67	43	75	22	58
ENSMUSG00000038379	1625	1456	1403	1821	486	1179
ENSMUSG00000032263	603	553	511	509	125	336
ENSMUSG00000032265	24	24	14	28	3	20
ENSMUSG00000035941	2847	2563	2265	2453	625	1699
ENSMUSG00000035274	792	671	703	479	133	326
ENSMUSG00000032415	151	137	148	137	30	110
ENSMUSG00000034973	1184	1106	918	1402	389	1117
ENSMUSG00000056131	733	624	616	577	120	371
ENSMUSG00000032417	69	91	74	58	19	37
ENSMUSG00000032418	589	446	435	341	85	282
ENSMUSG00000033491	925	866	787	399	76	217
ENSMUSG00000033419	109	106	93	73	20	50
ENSMUSG00000032872	735	704	715	666	183	461
ENSMUSG00000056919	1093	953	815	910	279	744
ENSMUSG00000032419	67	68	61	37	10	28
ENSMUSG00000032420	325	360	306	1515	372	935
ENSMUSG00000032422	745	758	671	787	248	605
ENSMUSG00000032423	5521	5733	4156	5648	2024	4398
ENSMUSG00000032425	305	282	250	343	76	247
ENSMUSG00000090693	63	58	58	49	13	36
ENSMUSG00000079427	53	50	45	62	20	57
ENSMUSG00000067399	39	42	26	35	15	19
ENSMUSG00000079162	60	62	67	72	17	62
ENSMUSG00000066442	66	69	47	142	37	162
ENSMUSG00000032353	136	95	106	116	27	64
ENSMUSG00000062270	1346	1330	1024	1297	365	1156
ENSMUSG00000032363	219	185	184	192	48	184
ENSMUSG00000037410	541	449	422	505	105	410
ENSMUSG00000032369	606	540	506	422	97	240
ENSMUSG00000032372	20	24	25	19	3	12
ENSMUSG00000032374	1729	1379	1303	1713	518	1026
ENSMUSG00000045414	712	659	665	726	216	460
ENSMUSG00000033350	16	19	12	16	4	20
ENSMUSG00000032407	8813	8069	7136	9321	2951	6631
ENSMUSG00000064225	20	18	20	40	10	24
ENSMUSG00000015354	1109	983	1024	474	118	307
ENSMUSG00000032839	18	20	16	35	13	29
ENSMUSG00000049493	126	95	93	105	28	95
ENSMUSG00000032409	4345	3859	3551	4523	1272	2946
ENSMUSG00000032410	2317	2294	1622	1887	663	1861
ENSMUSG00000041440	1028	845	757	843	196	679
ENSMUSG00000032411	2218	1937	1755	2290	637	1820
ENSMUSG00000032412	2079	1866	1722	1807	473	1198
ENSMUSG00000051234	1025	928	1007	713	163	367
ENSMUSG00000032413	479	453	359	618	187	509
ENSMUSG00000040433	2251	2168	1910	1852	514	1439
ENSMUSG00000043587	128	102	111	128	47	103
ENSMUSG00000046997	29	18	23	47	12	21
ENSMUSG00000032449	8440	8628	7342	9386	2849	6210
ENSMUSG00000046402	58	34	35	363	83	198
ENSMUSG00000032458	4491	3764	3701	3680	980	2131
ENSMUSG00000032459	775	688	658	753	197	421
ENSMUSG00000090470	49	49	39	33	16	50
ENSMUSG00000032463	463	447	383	421	127	294
ENSMUSG00000032462	1071	930	788	1023	346	1013
ENSMUSG00000056267	899	785	739	672	174	491
ENSMUSG00000037681	297	269	247	363	90	296
ENSMUSG00000032470	1282	1272	1078	1187	241	780
